,director,distributor,genre_bomojo,rating,title,releaseDate,isCult,canontitle,num_theaters,leadActor,runtime_mins,releaseYear,rev_opening_ADJ,rev_totalGross_ADJ,prod_budget_ADJ,CULT_INDEX,is_missing_prodbudgetADJ,genre
3788,Jim Sheridan,Universal,Thriller,PG-13,Dream House,2011-09-30,0,dreamhouse,2661,Daniel Craig,92,2011,8829096.94937,25127408.7866,52903231.5428,1.00020013187,0,Thriller
4131,Carl Franklin,Fox,Thriller,PG-13,High Crimes,2002-04-05,0,highcrimes,2717,Ashley Judd,115,2002,20718555,90913008.6635,55564202.3346,1.00020012764,0,Thriller
3829,Gabriele Muccino,Sony / Columbia,Drama,PG-13,Seven Pounds,2008-12-19,0,sevenpounds,2758,Will Smith,118,2008,17946865.7577,102154363.347,60798038.1137,1.00020011383,0,Drama
3996,D. J. Caruso,Warner Bros.,Thriller,R, Taking Lives,2004-03-19,0,takinglives,2705,Angelina Jolie,100,2004,15857037.0484,62589915.7546,56696664.9021,1.00020009659,0,Thriller
3802,Adam Shankman,Sony / Columbia,Romantic Comedy,PG-13,The Wedding Planner,2001-01-26,0,weddingplanner,2785,Jennifer Lopez,104,2001,20699698.9179,141788698.203,47035573.1225,1.00019998887,0,Romantic
5020,Julie Taymor,Columbia,Unknown,PG-13,The Tempest,1982-09-03,0,tempest,1740,Helen Mirren,136,1982,94623322829.5,43813093.7001,5286369.55479,1.00019996553,1,Unknown
5019,Paul Mazursky,Columbia,Unknown,PG-13,Tempest,1982-09-03,0,tempest,1740,John Cassavetes,136,1982,94623322829.5,43813093.7001,5286369.55479,1.00019996553,1,Unknown
3938,Clint Eastwood,Warner Bros.,Action Thriller,PG-13,Space Cowboys,2000-08-04,0,spacecowboys,2805,Clint Eastwood,130,2000,29291433.6,237084048.24,89837398.374,1.00019988234,0,Action
4071,Mick Jackson,Fox,Action Drama,PG-13,Volcano,1997-04-25,0,volcano,2774,Tommy Lee Jones,104,1997,27802517.6,179309439.49,133457943.925,1.00019979412,0,Action
3883,John Woo,Paramount,Sci-Fi Action,PG-13,Paycheck,2003-12-25,0,paycheck,2762,Ben Affleck,119,2003,19251194.82,109996093.25,77608695.6522,1.0001997863,0,Sci-Fi
3898,Bobby Roth,MGM,Crime Comedy,PG-13,Heartbreakers,2001-03-23,0,heartbreakers,2750,Peter Coyote,122,2001,18081312.7393,94688641.4398,47035573.1225,1.00019978058,0,Crime
3897,David Mirkin,MGM,Crime Comedy,PG-13,Heartbreakers,2001-03-23,0,heartbreakers,2750,Sigourney Weaver,122,2001,18081312.7393,94688641.4398,47035573.1225,1.00019978058,0,Crime
5065,Warren Beatty,Fox,Comedy,R,Bulworth,1998-05-15,0,bulworth,1740,Warren Beatty,108,1998,2.83509727118E+11,92292508.4231,10946535.4229,1.00019975911,1,Comedy
3642,Frank Darabont,Warner Bros.,Period Drama,R,The Green Mile,1999-12-10,0,greenmile,2875,Tom Hanks,188,1999,30917432.832,402832986.757,85714285.7143,1.00019975059,0,Period
4113,Ridley Scott,Warner Bros.,Crime,PG-13,Matchstick Men,2003-09-12,0,matchstickmen,2711,Nicolas Cage,120,2003,18714849.01,75470020.054,9472338.07838,1.00019973871,1,Crime
5070,David Anspaugh,TriStar,Sports Drama,PG,Rudy,1993-10-15,0,rudy,1740,Sean Astin,114,1993,3.18073620659E+11,99631161.3774,11789931.323,1.0001997212,1,Sports
4047,George C. Wolfe,Warner Bros.,Romance,PG-13,Nights in Rodanthe,2008-09-26,0,nightsinrodanthe,2704,Richard Gere,97,2008,16215540.1859,61116739.7978,7670837.25941,1.00019963573,1,Romance
4992,Paul Brickman,Warner Bros.,Drama,PG-13,Men Don't Leave,1990-02-02,0,mendontleave,1740,Jessica Lange,113,1990,44922902493.9,25334746.0256,3078833.71304,1.00019962463,1,Drama
3502,Stewart Hendler,Summit Entertainment,Horror,R,Sorority Row,2009-09-11,0,sororityrow,2665,Briana Evigan,101,2009,5788413.488,15659395.3036,138670718.804,1.00019955348,0,Horror
3846,Iain Softley,Warner Bros. (New Line),Fantasy,PG,Inkheart,2009-01-23,0,inkheart,2655,Brendan Fraser,106,2009,8695977.576,22645613.9121,66561945.0258,1.00019954929,0,Fantasy
4068,Fred Wolf,Sony / Columbia,Comedy,PG-13,The House Bunny,2008-08-22,0,housebunny,2714,Anna Faris,94,2008,17563262.4169,70443620.7811,27635471.8699,1.00019951658,0,Comedy
3504,Jay Russell,Sony (Revolution),Fantasy,PG,The Water Horse: Legend of the Deep,2007-12-25,0,waterhorse,2772,Emily Watson,112,2007,11590638.7235,65188492.3569,8181900.76033,1.00019947527,1,Fantasy
5076,Terrence Malick,Fox,War,R,The Thin Red Line,1998-12-25,0,thinredline,1740,Sean Penn,170,1998,4.70031335685E+11,126638615.579,75926380.3681,1.00019938253,0,War
4185,James Mangold,Sony / Columbia,Thriller,R,Identity,2003-04-25,0,identity,2733,John Cusack,87,2003,23202126.09,106661035.166,36217391.3043,1.00019935108,0,Thriller
5037,Stephen Frears,Miramax,Crime Drama,R,The Grifters,1990-12-07,0,grifters,1740,John Cusack,100,1990,1.47065800496E+11,56116934.5471,6712768.23316,1.00019930079,1,Crime
4263,Tom Shadyac,Universal,Fantasy Comedy,PG-13,Liar Liar,1997-03-21,0,liarliar,2845,Jim Carrey,86,1997,59913234.3333,659496118.424,82774428.4397,1.00019923557,1,Fantasy
4194,James Foley,Sony (Revolution),Thriller,R,Perfect Stranger,2007-04-13,0,perfectstranger,2661,Halle Berry,109,2007,14139540.9618,38185242.2051,4792667.75358,1.0001991822,1,Thriller
4434,Igor Kovalyov,Paramount,Animation,G,The Rugrats Movie,1998-11-20,0,rugratsmovie,2782,E. G. Daily,81,1998,50960481,349624583.774,35042944.7853,1.00019917854,0,Animation
4278,Robert Zemeckis,DreamWorks,Horror,PG-13,What Lies Beneath,2000-07-21,0,whatliesbeneath,2813,Harrison Ford,130,2000,48085167.5887,407430610.501,138211382.114,1.00019916824,0,Horror
5084,Lawrence Kasdan,Fox,Drama,R,Grand Canyon,1991-12-27,0,grandcanyon,1740,Kevin Kline,134,1991,5.55639108498E+11,138731942.037,16163548.0787,1.00019911759,1,Drama
3863,Bob Dolman,Fox Searchlight,Comedy,R,The Banger Sisters,2002-09-20,0,bangersisters,2738,Goldie Hawn,94,2002,14849089.4276,66323509.4894,13229571.9844,1.00019911247,0,Comedy
4033,Ridley Scott,Warner Bros.,Drama / Thriller,R,Body of Lies,2008-10-10,0,bodyoflies,2710,Leonardo DiCaprio,128,2008,15570181.5887,57530122.7955,77379321.2357,1.00019900874,0,Drama
5080,Frank Darabont,Columbia,Period Drama,R,The Shawshank Redemption,1994-09-23,1,shawshankredemption,1740,Tim Robbins,142,1994,4.85490180075E+11,124116413.95,40148448.0432,1.00019892798,0,Period
4132,"Andy Wachowski, Larry Wachowski",Warner Bros.,Sci-Fi Action,R,The Matrix,1999-03-31,0,matrix,2849,Keanu Reeves,136,1999,47684775.996,504949404.754,90000000,1.00019887495,0,Sci-Fi
3964,Danny Pang Fat and Oxide Pang Chun,Lionsgate,Action / Crime,R,Bangkok Dangerous,2008-09-05,0,bangkokdangerous,2650,Nicolas Cage,100,2008,9405693.27887,22340676.0203,49743849.3658,1.00019878947,0,Action
4270,Raja Gosnell,Fox,Action Comedy,PG-13,Big Momma's House,2000-06-02,0,bigmommashouse,2802,Martin Lawrence,98,2000,41541836.1849,308091940.605,41463414.6341,1.00019877492,0,Action
4183,Richard Donner,Warner Bros.,Thriller,R,Conspiracy Theory,1997-08-08,0,conspiracytheory,2806,Mel Gibson,129,1997,36824532.5067,276226306.217,34669585.7481,1.0001987486,1,Thriller
4505,Kevin Rodney Sullivan,MGM,Comedy,PG-13,Barbershop 2: Back in Business,2004-02-06,0,barbershop2,2711,Ice Cube,106,2004,33547263.0581,124694532.054,37797776.6014,1.00019835414,0,Comedy
4187,David Kellogg,Buena Vista,Family Adventure,PG,Inspector Gadget,1999-07-23,0,inspectorgadget,2814,Matthew Broderick,78,1999,37561760.808,286818658.169,128571428.571,1.00019834174,0,Family
4111,Frank Coraci,New Line,Romantic Comedy,PG-13,The Wedding Singer,1998-02-13,0,weddingsinger,2821,Adam Sandler,110,1998,35187475.3043,279177759.447,26282208.589,1.00019831788,0,Romantic
4140,Jon Amiel,Fox,Romantic Thriller,PG-13,Entrapment,1999-04-30,0,entrapment,2814,Sean Connery,113,1999,34569841.02,258259275.908,94285714.2857,1.00019821681,0,Romantic
3834,David R. Ellis,New Line,Thriller,PG-13,Cellular,2004-09-10,0,cellular,2749,Kim Basinger,95,2004,13977886.9645,61290096.0293,31498147.1678,1.00019817242,0,Thriller
4055,Antony Hoffman,Warner Bros.,Sci-Fi Adventure,PG-13,Red Planet,2000-11-10,0,redplanet,2703,Val Kilmer,106,2000,14118626.3547,45812751.5342,110569105.691,1.00019815161,0,Sci-Fi
4143,"Robert Rodriguez, Ethan Maniquis",Fox,Action / Adventure,R,Machete,2010-09-03,1,machete,2670,Danny Trejo,105,2010,12557780.4,32178311.66,114603588.069,1.00019799137,0,Action
3970,"Don Bluth, Gary Goldman",Fox,Animation,PG,Titan A.E.,2000-06-16,0,titanae,2734,Matt Damon,94,2000,15179873.6038,59630662.5057,103658536.585,1.00019796169,0,Animation
4289,Simon West,Buena Vista,Action,R,Con Air,1997-06-06,1,conair,2824,Nicolas Cage,115,1997,46011180.4533,367600577.826,111214953.271,1.00019785629,0,Action
3812,Robert Luketic,DreamWorks,Romantic Comedy,PG-13,Win a Date with Tad Hamilton!,2004-01-23,0,winadatewithtadhamilton,2711,Kate Bosworth,96,2004,10130026.8194,32694494.8849,27718369.5077,1.00019777705,0,Romantic
4008,Florian Henckel von Donnersmarck,Sony / Columbia,Romantic Thriller,PG-13,The Tourist,2010-12-10,0,tourist,2756,Johnny Depp,103,2010,18119703.8,81833699.97,109146274.352,1.00019773685,0,Romantic
4137,Paul Weiland,Sony / Columbia,Comedy,PG-13,Made of Honor,2008-05-02,0,madeofhonor,2729,Patrick Dempsey,101,2008,17832925.7746,67194838.9454,44216754.9918,1.0001977211,0,Comedy
3840,Kevin Smith,Weinstein Company,Comedy,R, Zack and Miri Make a Porno,2008-10-31,0,zackandmirimakeaporno,2735,Seth Rogen,101,2008,12163817.662,45939709.1037,26530052.9951,1.00019765395,0,Comedy
5014,Gillian Armstrong,MGM,Unknown,PG-13,Mrs. Soffel,1984-12-28,0,mrssoffel,1740,Diane Keaton,112,1984,73316053161,29644709.12,3555963.65311,1.00019751961,1,Unknown
3772,Jeff Wadlow,Summit Entertainment,Action Drama,PG-13, Never Back Down,2008-03-14,0,neverbackdown,2729,Djimon Hounsou,110,2008,10396537.0563,36291121.0934,22108377.4959,1.00019734037,0,Action
4330,David Dobkin,Buena Vista,Western Comedy,PG-13,Shanghai Knights,2003-02-07,0,shanghaiknights,2753,Jackie Chan,114,2003,28033190.9,123669155.553,64673913.0435,1.00019728689,0,Western
5057,Wes Anderson,Buena Vista,Comedy,R,Rushmore,1998-12-11,1,rushmore,1740,Jason Schwartzman,90,1998,2.08900975511E+11,59509671.2662,13141104.2945,1.00019726375,0,Comedy
3725,Steven Trenbirth,Buena Vista,Animation,G,The Jungle Book 2,2003-02-14,0,junglebook2,2808,John Goodman,78,2003,16361678.19,97953945.0318,25869565.2174,1.00019719579,0,Animation
4264,Dennis Dugan,Sony / Columbia,Action Comedy,PG-13,National Security,2003-01-17,0,nationalsecurity,2729,Martin Lawrence,90,2003,20548662.42,74395887.2514,9337517.58525,1.00019716401,1,Action
3708,Pierre Morel,Lionsgate,Action,R,From Paris with Love,2010-02-05,0,frompariswithlove,2722,John Travolta,95,2010,8974746,29133686.67,56756062.6628,1.00019714519,0,Action
5008,Tim Burton,Buena Vista,Comedy / Drama,R,Ed Wood,1994-09-30,0,edwood,1740,Johnny Depp,127,1994,63197919441.1,25783068.9764,28906882.5911,1.00019708721,0,Comedy
4298,John Moore,Fox,Action Thriller,PG-13,Behind Enemy Lines,2001-11-30,0,behindenemylines,2770,Gene Hackman,108,2001,28706432.3464,138164062.352,53754940.7115,1.00019697022,0,Action
4299,Gideon Amir,Fox,Action Thriller,PG-13,Behind Enemy Lines,2001-11-30,0,behindenemylines,2770,David Carradine,108,2001,28706432.3464,138164062.352,53754940.7115,1.00019697022,0,Action
